title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Black Heaven",movie,"Drama, Thriller",2010,tt1479269,5.5,2172,US
"Beneath the Dark",movie,"Mystery, Thriller",2010,tt1422800,5,2034,US
Submarine,movie,"Comedy, Drama, Romance",2010,tt1440292,7.3,97547,"CA, GB"
Saamy,movie,"Action, Drama",2003,tt0376144,7.3,2409,US
Iruvar,movie,"Biography, Drama",1997,tt0119385,8.4,7515,"IN, US"
"The Bourne Legacy",movie,"Action, Adventure, Thriller",2012,tt1194173,6.6,318989,"AU, US"
"The Trial",movie,"Crime, Drama, Mystery",2010,tt1264115,5.7,1761,US
"The Apple",movie,"Music, Musical, Sci-Fi",1980,tt0080380,4.3,2745,US
"A Tale of Two Cities",movie,"Drama, History, Romance",1980,tt0081595,6.6,1052,US
"Annie Leibovitz: Life Through a Lens",movie,"Biography, Documentary, History",2006,tt0887304,7.4,566,DE
"Dream Demon",movie,Horror,1988,tt0095063,5.6,1554,"CA, US"
"Siste trikk",movie,,2024,,,,"DE, GB"
"Ordinary Angels",movie,Drama,2024,tt4996328,7.4,11676,US
"Where's My Roy Cohn?",movie,Documentary,2019,tt7193362,7,1248,CA
"My Mom's Darkest Secrets",movie,Drama,2019,tt10578206,5.1,205,US
Poolman,movie,"Comedy, Mystery",2023,tt18077924,4,1847,IN
"When Evil Lurks",movie,Horror,2023,tt16300962,6.9,45081,"AU, CA, US"
Sing,movie,"Animation, Comedy, Family",2016,tt3470600,7.1,196839,AU
"Cream of the Crop",movie,Drama,2022,tt14406418,5.2,140,US
"Sugar Hill",movie,"Action, Crime, Horror",1974,tt0072225,5.8,2387,"CA, US"
Sinister,movie,"Horror, Mystery, Thriller",2012,tt1922777,6.8,290697,"BR, CL, CO, MX"
"Apartment 7A",movie,"Horror, Thriller",2024,tt14371860,5.8,10289,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Gatlopp,movie,"Comedy, Drama, Horror",2022,tt11615616,5.9,1776,CA
"We Need to Talk About Kevin",movie,"Drama, Mystery, Thriller",2011,tt1242460,7.5,171338,CA
"Late Night with the Devil",movie,Horror,2023,tt14966898,7,97559,"AU, CA, IN, US"
"Hollow Point",movie,"Action, Thriller",2019,tt8648640,4.2,872,"AR, BR, CL, CO, MX"
"Transformers: Age of Extinction",movie,"Action, Adventure, Sci-Fi",2014,tt2109248,5.6,335766,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"Deep End",movie,"Comedy, Drama, Romance",1970,tt0066122,7.2,7777,GB
"The Woman in Black",movie,"Drama, Fantasy, Horror",2012,tt1596365,6.4,194940,"CA, US"
"Rare Objects",movie,Drama,2023,tt15836468,5.3,556,US
"Magic Mike",movie,"Comedy, Drama, Music",2012,tt1915581,6.1,148924,"BR, CL, CO, MX"
"Jack Reacher",movie,"Action, Mystery, Thriller",2012,tt0790724,7,372945,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
Pixels,movie,"Action, Comedy, Fantasy",2015,tt2120120,5.6,164660,US
"Sicario: Day of the Soldado",movie,"Action, Crime, Drama",2018,tt5052474,7.1,172436,"CA, IN"
Sicario,movie,"Action, Crime, Drama",2015,tt3397884,7.7,490771,"AU, BR, CA, CL, CO, DE, IN, MX"
"La La Land",movie,"Comedy, Drama, Music",2016,tt3783958,8,695037,"DE, IN"
"Bridget Jones's Baby",movie,"Comedy, Drama, Romance",2016,tt1473832,6.4,83748,AU
"Little Spirou",movie,"Comedy, Family",2017,tt6194538,4.8,480,DE
"We Are the Night",movie,"Drama, Fantasy, Horror",2010,tt1692504,6.2,8963,"BR, MX"
"The Giant King",movie,"Animation, Comedy, Family",2012,tt2630526,5.6,420,US
"Olympic Dreams",movie,"Comedy, Romance, Sport",2019,tt8964214,5.8,772,"CA, US"
"Doctor Sleep",movie,"Drama, Fantasy, Horror",2019,tt5606664,7.3,226027,US
"Ip Man: Kung Fu Master",movie,Action,2019,tt12567246,4.6,1258,IN
"Force of Nature",movie,"Action, Adventure, Crime",2020,tt10308928,4.6,13740,IN
"The Founder",movie,"Biography, Drama",2016,tt4276820,7.2,184982,GB
Midway,movie,"Action, Drama, History",2019,tt6924650,6.7,96889,"IN, IT"
Raze,movie,"Action, Drama, Horror",2013,tt2111392,5.1,6500,"CA, US"
"Blind Date Book Club",movie,"Comedy, Romance",2024,tt30505839,6.6,1038,US
"Taken from Me: The Tiffany Rubin Story",movie,Drama,2011,tt1707825,6.2,914,US
"The Guest",movie,"Action, Mystery, Thriller",2014,tt2980592,6.7,109750,CA
"True History of the Kelly Gang",movie,"Action, Biography, Crime",2019,tt4844140,6,13533,"CA, US"
"Mystic Christmas",movie,Romance,2023,tt27813285,6.4,1011,US
"In the Land of Saints and Sinners",movie,"Action, Crime, Thriller",2023,tt15782690,6.3,21159,IN
"The History of Love",movie,"Drama, Romance, War",2016,tt0443533,6.3,1552,"AR, BR, CL, CO, MX"
Dual,movie,"Comedy, Drama, Sci-Fi",2022,tt9005184,5.8,13460,US
"Cold Meat",movie,Thriller,2023,tt17067574,5.3,1979,"GB, IE"
"Raja Nanna Raja",movie,"Romance, Drama, Family",1976,tt1369559,8.7,71,"IN, US"
"John Wick",movie,"Action, Crime, Thriller",2014,tt2911666,7.4,758158,IN
"Jericho Ridge",movie,"Action, Thriller",2023,tt18313356,6,1178,US
"Full Speed",movie,"Action, Comedy",2016,tt4993964,5.8,3790,"AR, BR, CL, CO, MX"
"Legal Action",movie,"Action, Crime, Drama",2018,tt7656570,5.9,599,US
"Impractical Jokers: The Movie",movie,Comedy,2020,tt9208444,5.7,7417,AU
"The Legend of 5 Mile Cave",movie,Western,2019,tt9021234,6.2,1041,US
"Christmas on the Range",movie,"Romance, Western",2019,tt10808294,6.3,793,US
"The Standoff",movie,Comedy,2016,tt4549224,5.4,1178,US
"The Warrant",movie,"Action, Adventure, Crime",2020,tt10880084,4.8,873,US
"Blue Ridge",movie,"Action, Mystery, Thriller",2020,tt11695190,5.6,874,US
"Miss Sloane",movie,Drama,2016,tt4540710,7.5,84487,"IN, US"
"Badavara Bandhu",movie,"Family, Drama",1976,tt1399165,9.1,59,"IN, US"
"Christmas in the Pines",movie,Romance,2021,tt13401252,6.3,585,US
"Far Haven",movie,Western,2023,tt23647954,5.8,312,US
"The Big Trip",movie,"Adventure, Animation, Comedy",2019,tt7403614,4.8,1509,US
Cecil,movie,"Comedy, Family",2019,tt2709962,3.7,181,US
Exhuma,movie,"Drama, Horror, Mystery",2024,tt27802490,6.9,17399,"CA, US"
"Sonic the Hedgehog",movie,"Action, Adventure, Comedy",2020,tt3794354,6.5,165754,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"Once Upon a Time... in Hollywood",movie,"Comedy, Drama",2019,tt7131622,7.6,876071,DE
IF,movie,"Animation, Comedy, Drama",2024,tt11152168,6.5,46565,"CA, US"
"The Last Letter from Your Lover",movie,"Drama, Romance",2021,tt1893273,6.7,23338,FR
Revenge,movie,"Action, Drama, Horror",2017,tt6738136,6.4,53051,"AU, CA"
"Hungry Hearts",movie,"Drama, Romance, Thriller",2014,tt3344922,6.5,6036,US
"El Arte De La Guerra",movie,,2024,,,,BR
"The Ministry of Ungentlemanly Warfare",movie,"Action, Comedy, War",2024,tt5177120,6.8,110649,US
V/H/S/Beyond,movie,Horror,2024,tt32880932,5.9,6524,"AU, CA, US"
Swallowed,movie,"Horror, Thriller",2022,tt14960854,5.3,2943,"AU, CA"
"Satan's Slaves 2: Communion",movie,"Drama, Horror, Mystery",2022,tt16915972,6.7,4203,"AU, CA, US"
"Lady Bird",movie,"Comedy, Drama",2017,tt4925292,7.4,342201,AU
Blockers,movie,"Comedy, Drama",2018,tt2531344,6.2,87950,AU
"Knight of Cups",movie,"Drama, Fantasy, Romance",2015,tt2101383,5.6,29994,"CA, DE"
"Silver Haze",movie,Drama,2023,tt16311464,6.2,935,GB
"The Oracle",movie,"Comedy, Drama",2024,,,,CA
"Haunted Wedding",movie,Romance,2024,tt32660113,6.3,493,US
"Khiladi 786",movie,"Action, Comedy, Romance",2012,tt2166214,4.4,8079,"AU, IN, US"
"Harry: The Interview",movie,"Documentary, News",2023,tt25795782,5.3,301,CA
"Pacific Rim",movie,"Action, Adventure, Sci-Fi",2013,tt1663662,6.9,538279,CA
"The Real Charlie Chaplin",movie,"Biography, Documentary",2021,tt10193752,7.3,1868,US
"Speak No Evil",movie,"Drama, Horror, Mystery",2022,tt14253846,6.6,51087,"AT, CA, CH, DE, ES, US"
"The Redemption of Henry Myers",movie,Western,2014,tt2175016,6.3,452,US
"Lady Macbeth",movie,"Drama, Romance",2016,tt4291600,6.8,28036,"CA, GB, US"
"Chronicle Mysteries: Recovered",movie,"Crime, Mystery",2019,tt8305372,6.9,1051,US
"Wind River",movie,"Crime, Drama, Mystery",2017,tt5362988,7.7,287462,"AR, BR, CA, CL, CO, MX"
"A Christmas Switch",movie,"Comedy, Drama, Family",2018,tt9154566,6,1223,US
"Teenage Millionaire",movie,"Comedy, Musical",1961,tt0056563,4.5,130,US
"Daddy's Head",movie,Horror,2024,tt26682012,5.7,2267,"AU, CA, US"
"Clean Up Crew",movie,Documentary,2021,,,,"GB, US"
"Star Wars: Episode VII - The Force Awakens",movie,"Action, Adventure, Sci-Fi",2015,tt2488496,7.8,986479,US
"So Undercover",movie,"Action, Comedy, Crime",2012,tt1766094,5,21452,"AR, BR, CL, CO, MX"
"Little Fish",movie,"Drama, Romance, Sci-Fi",2020,tt9735470,6.9,7596,CA
"Little Italy",movie,"Comedy, Romance",2018,tt6957966,5.7,18023,AU
Non-Fiction,movie,"Comedy, Drama, Romance",2018,tt7250056,6.4,5906,US
"I Remember You",movie,"Drama, Horror, Mystery",2017,tt4966532,6.1,5396,"AR, BR, CA, CL, CO, MX, US"
"The Big Short",movie,"Biography, Comedy, Drama",2015,tt1596363,7.8,497162,CA
"The Last of the Sea Women",movie,Documentary,2024,tt14093994,7.2,301,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
Golda,movie,"Biography, Drama, History",2023,tt14454876,5.9,13384,"IN, US"
"Camp Pleasant Lake",movie,Horror,2024,tt20864606,3.3,2262,US
"Gauguin: Voyage to Tahiti",movie,"Biography, Drama, Romance",2017,tt6330052,6,2432,DE
"Past Lives",movie,"Drama, Romance",2023,tt13238346,7.8,135231,"IN, US"
"The Ritual Killer",movie,"Crime, Mystery, Thriller",2023,tt13141250,4.3,7927,CA
"About My Father",movie,Comedy,2023,tt8373206,5.7,14628,"IN, US"
"Beauty and the Beast",movie,"Drama, Family, Fantasy",2014,tt2316801,6.4,22951,"AR, BR, CL, CO, FR, MX"
"The Ice Storm",movie,Drama,1997,tt0119349,7.3,61106,US
Legend,movie,"Biography, Crime, Drama",2015,tt3569230,6.9,207998,"AU, DE, GB, IN"
"Family Vanished",movie,"Action, Crime, Thriller",2018,tt8660842,4.3,436,US
"This Is Christmas",movie,"Comedy, Drama, Romance",2022,tt22302170,7,3168,BR
Babylon,movie,"Comedy, Drama, History",2022,tt10640346,7.1,180595,"AR, BO, CL, CO, CR, DO, EC, FR, GB, GT, HN, IE, MX, NI, PA, PE, PY, SV, VE"
"All the Devil's Men",movie,"Action, Thriller",2018,tt6012244,5.1,3638,"AR, CL, CO, MX"
"The Call of the Wild",movie,Adventure,1976,tt0074270,6.1,173,US
"The Many Worlds of Quantum Mechanics",movie,Documentary,2019,,,,GB
"Christmas Presence",movie,"Comedy, Horror",2018,tt6998650,3.9,583,"CA, US"
"Master of the World",movie,"Adventure, Sci-Fi",1961,tt0055152,5.8,3595,US
"Starve Acre",movie,"Drama, Horror",2023,tt17521612,5.4,3031,GB
"The Golden Glove",movie,"Crime, Drama, Horror",2019,tt7670212,6.7,19279,US
"Time for Them to Come Home for Christmas",movie,"Comedy, Drama, Romance",2021,tt16047670,7.2,1882,US
"Scream VI",movie,"Horror, Mystery, Thriller",2023,tt17663992,6.4,128983,"AR, AU, BO, CA, CL, CO, CR, DO, EC, FR, GT, HN, IE, MX, NI, PA, PE, PY, SV, US, VE"
Whiplash,movie,"Drama, Music",2014,tt2582802,8.5,1026645,CA
"God & Salsa",movie,Drama,2022,tt12362542,7.2,52,US
"Keep an Eye Out",movie,Comedy,2018,tt7156222,6.7,5648,"AR, BR, CL, CO, MX"
Reality,movie,Comedy,2014,tt2392672,6.9,7224,US
"Wrong Cops",movie,"Comedy, Crime",2013,tt2166616,5.9,8384,CA
Midnight,movie,"Crime, Thriller",2021,tt14757872,6.5,8255,IN
"Summer of 84",movie,"Horror, Mystery, Thriller",2018,tt5774450,6.7,47772,US
"Dario Argento: Panico",movie,"Biography, Documentary, Horror",2023,tt27728888,6.7,521,"AU, CA, US"
"Lakota Nation vs. United States",movie,"Documentary, History",2022,tt15468586,7.9,329,US
"Oz the Great and Powerful",movie,"Adventure, Family, Fantasy",2013,tt1623205,6.3,215736,US
"Shaun the Sheep Movie",movie,"Adventure, Animation, Comedy",2015,tt2872750,7.3,44192,GB
"Terrifier 2",movie,Horror,2022,tt10403420,6.1,61888,"AU, GB, IE"
Clawfoot,movie,Thriller,2023,tt22175098,4.7,420,US
"The Lesser Blessed",movie,Drama,2012,tt2056740,6.1,683,CA
Azrael,movie,"Action, Horror",2024,tt22173666,5.5,5249,"AU, CA, US"
"The Retirement Plan",movie,"Action, Comedy, Crime",2023,tt14827638,5.1,8595,"GB, IE"
"Hell or High Water",movie,"Crime, Drama, Thriller",2016,tt2582782,7.6,258129,"AR, BR, CL, CO, MX"
Ambulance,movie,"Action, Crime, Drama",2022,tt4998632,6.1,104275,"AU, US"
"Tales from the Hood 2",movie,"Comedy, Crime, Drama",2018,tt8403680,4.4,2379,US
Memory,movie,Drama,2023,tt19864828,6.7,7170,"GB, US"
"The Perks of Being a Wallflower",movie,Drama,2012,tt1659337,7.9,558775,"BR, CL, CO, MX"
"The Last Redemption",movie,Adventure,2024,tt31797432,6.6,194,"BR, CL, CO, MX"
"Summer at Charlotte's",movie,Romance,2023,tt21158228,6,76,US
"Blue Is the Warmest Colour",movie,"Drama, Romance",2013,tt2278871,7.7,165894,"FR, US"
"Take Me Home Tonight",movie,"Comedy, Drama, Romance",2011,tt0810922,6.3,56074,US
"Though None Go with Me",movie,Drama,2006,tt0499580,6.8,757,US
I.S.S.,movie,"Sci-Fi, Thriller",2023,tt13655120,5.3,10441,US
Split,movie,"Horror, Thriller",2016,tt4972582,7.3,573997,AU
"The 355",movie,"Action, Thriller",2022,tt8356942,5.6,39418,IN
"Swing Away",movie,"Adventure, Comedy",2016,tt4653950,5.3,575,US
"The Addams Family 2",movie,"Adventure, Animation, Comedy",2021,tt11125620,5.4,16123,BR
"A Madea Family Funeral",movie,"Comedy, Drama",2019,tt7054636,4.7,5175,"BR, CL, CO, MX"
"Missing Link",movie,"Adventure, Animation, Comedy",2019,tt6348138,6.7,29329,CA
"The Room",movie,"Drama, Fantasy, Horror",2019,tt8485364,6,24523,"AU, CA, US"
MadS,movie,"Horror, Thriller",2024,tt28821371,6.6,2162,"AU, CA, US"
Her,movie,"Drama, Romance, Sci-Fi",2013,tt1798709,8,685893,IN
"Like Father, Like Son",movie,Drama,2013,tt2331143,7.8,28896,US
Wolfs,movie,"Crime, Thriller",2024,tt14257582,6.5,48368,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"John Wick: Chapter 4",movie,"Action, Crime, Thriller",2023,tt10366206,7.7,355050,"IN, US"
"Tammy and the T-Rex",movie,"Comedy, Sci-Fi",1994,tt0111361,5.3,5950,US
Shoplifters,movie,"Crime, Drama, Thriller",2018,tt8075192,7.9,89057,CA
"An All Dogs Christmas Carol",movie,"Adventure, Animation, Comedy",1998,tt0166960,4.9,1614,US
"Heart for the Holidays",movie,Drama,2023,tt27550984,7.6,53,US
"A Quiet Place",movie,"Drama, Horror, Sci-Fi",2018,tt6644200,7.5,611360,"AR, AT, AU, BO, BR, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"A Quiet Place Part II",movie,"Drama, Horror, Sci-Fi",2020,tt8332922,7.2,292372,"CA, FR, US"
"The Den",movie,"Horror, Mystery, Thriller",2013,tt2503154,6,15843,"CA, US"
"Welcome To The Game",movie,"Drama, Mystery, Crime",2024,,,,DE
"Devil's Pass",movie,"Horror, Mystery, Thriller",2013,tt1905040,5.7,28338,"CA, US"
"Seven Psychopaths",movie,"Comedy, Crime",2012,tt1931533,7.1,277310,US
"Pain & Gain",movie,"Action, Biography, Comedy",2013,tt1980209,6.4,233242,"CA, US"
Arcadian,movie,"Action, Drama, Horror",2024,tt22939186,5.5,18184,"CA, IN, US"
"The Cursed",movie,"Fantasy, Horror, Mystery",2021,tt9907782,6.2,18822,CA
"El Gringo",movie,"Action, Drama",2012,tt1990216,5.4,6955,"BR, CL, CO, MX, US"
Criminal,movie,"Action, Sci-Fi, Thriller",2016,tt3014866,6.3,72001,"AR, BR, CA, CL, CO, IN, MX"
"Digging Up the Marrow",movie,"Comedy, Horror, Mystery",2014,tt1991031,5.8,6008,US
"The Gabby Petito Story",movie,Drama,2022,tt20049600,5.4,807,"GB, IE, US"
"Happy Hunting",movie,"Horror, Western",2017,tt5189770,5.1,2913,"AR, BR, CL, CO, MX"
"The Assassination Bureau",movie,"Action, Adventure, Comedy",1969,tt0064045,6.4,3440,"AT, CH, DE, FR, GB, IE, IT"
"The Bricklayer",movie,"Action, Thriller",2023,tt2016303,5.2,11311,IN
"The Devil's Bath",movie,"Drama, History, Horror",2024,tt29141112,6.6,3599,"AU, CA, US"
"Sleeping Dogs",movie,"Crime, Mystery, Thriller",2024,tt8542964,6.1,15001,"CA, IN"
"Mission: Impossible - Rogue Nation",movie,"Action, Adventure, Thriller",2015,tt2381249,7.4,417814,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, VE"
Fatman,movie,"Action, Adventure, Comedy",2020,tt10310140,5.9,30584,"AR, BR, CL, CO, MX"
"Mission: Impossible - Dead Reckoning Part One",movie,"Action, Adventure, Thriller",2023,tt9603212,7.7,267457,"AT, AU, CA, CH, DE, GB, IE, IT, US"
"The Iron Sheriff",movie,"Mystery, Western",1957,tt0050547,6,442,US
"Kreepaway Kamp",movie,"Animation, Comedy, Mystery",2024,tt33404610,5.8,113,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Bahaddur Gandu",movie,"Family, Drama",1976,tt1369464,8.6,67,"IN, US"
"Roy Wood Jr.: No One Loves You",movie,Comedy,2019,tt9740572,7,154,"AU, US"
Wittgenstein,movie,"Biography, Comedy, Drama",1993,tt0108583,6.9,2992,GB
"The Perfect Assistant",movie,"Crime, Mystery, Thriller",2008,tt1063336,4.5,966,US
"The Perfect Nanny",movie,"Drama, Horror, Mystery",2001,tt0228711,4.9,623,US
"The Perfect Stalker",movie,Thriller,2016,tt5612890,5.4,511,US
"The Perfect Teacher",movie,"Crime, Drama, Thriller",2010,tt1663689,5,1681,US
"The Black Demon",movie,"Action, Drama, Horror",2023,tt10279472,3.7,9975,IN
Host,movie,"Horror, Mystery",2020,tt12749596,6.5,42418,"AU, CA, US"
"Trail of the Screaming Forehead",movie,"Comedy, Sci-Fi",2007,tt0486665,5.9,936,"CA, US"
"Slow West",movie,"Action, Adventure, Drama",2015,tt3205376,6.9,48486,DE
"Teenage Mutant Ninja Turtles: Mutant Mayhem",movie,"Action, Adventure, Animation",2023,tt8589698,7.2,69501,"AT, AU, CA, CH, DE, GB, IE, IT, US"
Scrapper,movie,"Comedy, Drama",2023,tt8649252,6.9,6788,"GB, US"
"The Hunted",movie,"Horror, Thriller",2024,tt22493538,5.1,303,US
"Jojo Rabbit",movie,"Comedy, Drama, War",2019,tt2584384,7.9,453844,US
"An Autumn Afternoon",movie,Drama,1962,tt0056444,8,11043,GB
Totem,movie,Drama,2023,tt26315142,7,3302,GB
Boyhood,movie,Drama,2014,tt1065073,7.9,371296,"CA, US"
"There Is No Evil",movie,Drama,2020,tt11697844,7.5,6690,DE
"Proud Mary",movie,"Action, Crime, Drama",2018,tt6421110,5,11006,US
"Puss in Boots: The Last Wish",movie,"Action, Adventure, Animation",2022,tt3915174,7.8,189376,AU
Benediction,movie,"Biography, Drama, History",2021,tt6852178,6.6,3910,CA
"The Riot Club",movie,"Drama, Thriller",2014,tt2717860,6,24370,"DE, US"
"World War Z",movie,"Action, Adventure, Horror",2013,tt0816711,7,737960,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"Out of the Blue",movie,"Crime, Drama, Mystery",2022,tt15333788,4.3,1681,US
"Hyena Road",movie,"Action, Drama, War",2015,tt4034452,6.5,9295,"AR, BR, CL, CO, MX"
Silence,movie,"Drama, History",2016,tt0490215,7.2,125124,GB
Sakshatkara,movie,Drama,1971,tt0232572,8.2,133,"IN, US"
"A Quiet Place: Day One",movie,"Drama, Horror, Sci-Fi",2024,tt13433802,6.3,113844,"CA, US"
"The Elephant Queen",movie,"Documentary, Family",2018,tt6722976,7.8,2390,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"An Ice Palace Romance",movie,"Comedy, Romance",2023,tt29741889,5.9,427,US
"Bring Your Own Brigade",movie,Documentary,2021,tt13646976,7.2,367,US
"Ride Along",movie,"Action, Comedy, Crime",2014,tt1408253,6.1,124463,CA
Muzzle,movie,"Action, Crime, Thriller",2023,tt17663876,5.5,3811,US
"South Park: The Streaming Wars",movie,"Animation, Comedy",2022,tt15783698,6.7,5497,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"American Star",movie,"Drama, Mystery, Thriller",2024,tt19984386,5.4,2082,US
"The Ambush",movie,"Action, Drama, War",2021,tt13445076,6.2,2528,IN
"The Seventh Stream",movie,"Drama, Fantasy, Romance",2001,tt0299134,6.7,496,US
"Madagascar 3: Europe's Most Wanted",movie,"Adventure, Animation, Comedy",2012,tt1277953,6.8,202788,"AU, BR"
"The Wolf of Wall Street",movie,"Biography, Comedy, Crime",2013,tt0993846,8.2,1630627,"CA, IN"
Nope,movie,"Horror, Mystery, Sci-Fi",2022,tt10954984,6.8,286718,US
"Midnight in the Switchgrass",movie,"Crime, Mystery, Thriller",2021,tt11656220,4.6,10441,IN
Hellraiser,movie,"Horror, Mystery, Thriller",2022,tt0887261,5.9,50717,"AT, CH, DE, FR"
"The Streamliner Case - Recreating The Mercedes-Benz 540K",movie,,2015,,,,GB
"Day of the Dead: Bloodline",movie,"Action, Drama, Horror",2017,tt3053228,3.5,12612,"AR, BR, CL, CO, MX"
"A New Diva's Christmas Carol",movie,Comedy,2022,tt23101288,5.3,168,AU
"Destroy All Neighbors",movie,"Comedy, Horror",2024,tt7884368,5.3,1846,"AU, CA, US"
"The Summit",movie,Documentary,2012,tt2363471,6.8,5495,"CA, US"
"Aurora Teagarden Mysteries: Til Death Do Us Part",movie,Mystery,2021,tt13870774,7.1,815,US
"Wild Canaries",movie,"Comedy, Crime, Drama",2014,tt2800400,5.9,528,CA
"Like Someone in Love",movie,Drama,2012,tt1843287,7,13288,US
"Precious Cargo",movie,"Action, Comedy, Thriller",2016,tt4651410,4.6,10008,"AR, BR, CL, CO, MX"
"Bill & Ted Face the Music",movie,"Adventure, Comedy, Music",2020,tt1086064,5.9,53923,"BR, CL, CO, MX"
"A Queen Is Crowned",movie,"Documentary, History",1953,tt0046222,6.8,184,US
"The Velvet Underground",movie,"Documentary, Music",2021,tt7230750,7.3,5550,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
BlackBerry,movie,"Biography, Comedy, Drama",2023,tt21867434,7.4,51212,"AT, AU, CH, DE, FR, IE, IT, US"
"Love, Antosha",movie,"Biography, Documentary, Music",2019,tt9351746,8.1,1756,US
"Lux Æterna",movie,"Drama, Thriller",2019,tt10272534,6.2,7819,"CA, US"
Terrifier,movie,"Horror, Thriller",2016,tt4281724,5.5,71353,"AU, GB, IE"
"Frances Ha",movie,"Comedy, Drama, Romance",2012,tt2347569,7.4,96379,"CA, DE, GB, US"
"The Black Phone",movie,"Horror, Mystery, Thriller",2021,tt7144666,6.9,213853,"AU, US"
"Mantralaya Mahatme",movie,History,1966,tt14539462,8.5,24,US
"Daddy Longlegs",movie,"Comedy, Drama",2009,tt1426362,6.9,3053,"CA, US"
"Chandavalliya Tota",movie,"Drama, Family",1964,tt1408918,8.8,22,"IN, US"
"The Father",movie,"Drama, Mystery",2020,tt10272386,8.2,202285,"IN, US"
Reagan,movie,"Biography, Documentary",2011,tt1822382,7.4,884,US
"Mission Tiger",movie,Adventure,2016,tt5876392,5.6,13,IN
"The Beekeeper",movie,"Action, Crime, Thriller",2024,tt15314262,6.3,137334,IN
Beast,movie,"Action, Adventure, Drama",2022,tt13223398,5.6,44151,"AU, US"
Fresh,movie,"Horror, Thriller",2022,tt13403046,6.7,80242,US
Populaire,movie,"Comedy, Romance, Sport",2012,tt2070776,6.8,12860,DE
"The Breadwinner",movie,"Animation, Drama, Family",2017,tt3901826,7.7,28833,GB
"Arthur the King",movie,"Adventure, Drama, Sport",2024,tt10720352,7,28445,"IN, US"
