title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Kindness of Strangers",movie,Drama,2019,tt6515910,6.5,5225,"DK, FI, NO, SE"
"The Australian Dream",movie,"Documentary, Drama, Sport",2019,tt10010368,8,956,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Annabelle Comes Home",movie,"Horror, Mystery, Thriller",2019,tt8350360,5.9,90355,"AR, BE, BO, BR, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, JM, LC, MX, NL, NO, PA, PE, PT, PY, SE, SV, TC, US, UY, VE"
"Okko's Inn",movie,"Adventure, Animation, Drama",2018,tt8328740,7.1,2408,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"The Last Black Man in San Francisco",movie,Drama,2019,tt4353250,7.3,22282,"AG, BB, BS, HN, NI, TT, US"
"Just Mercy",movie,"Biography, Crime, Drama",2019,tt4916630,7.6,77675,"AG, BB, BS, TT"
"The Gentlemen",movie,"Action, Crime",2019,tt8367814,7.8,418405,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"A Dangerous Son",movie,Documentary,2018,tt8294204,6.7,1175,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Daliland,movie,"Biography, Drama",2022,tt8399658,5.9,2546,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"The Forgiven",movie,Drama,2021,tt3696180,6.1,9857,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Rambo: Last Blood",movie,"Action, Crime, Thriller",2019,tt1206885,6.1,112365,"AG, BB, BS, HN, NI, TT"
"Running with the Devil",movie,"Crime, Drama, Thriller",2019,tt5792656,5.4,10705,"DK, FI, NO, SE"
"Dragon Rider",movie,"Adventure, Animation, Comedy",2020,tt7080422,5.7,2191,"CZ, SK"
Manic,movie,"Drama, Short",2017,tt6082556,7,54,"AG, BB, BS, HN, NI, TT, US"
"The Cold Blue",movie,"Documentary, War",2018,tt8693770,7.7,1124,"AG, BB, BS, HN, NI, TT, US"
"It Will be Chaos",movie,Documentary,2018,tt7029788,6.6,185,"AD, AG, AR, BA, BB, BG, BO, BR, BS, CL, CO, CR, CZ, DO, ES, GT, HN, HR, HU, JM, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TT, US, UY, VE"
Foster,movie,Documentary,2018,tt8403246,7.1,346,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
Greenland,movie,"Action, Thriller",2020,tt7737786,6.4,140294,"AG, AR, BB, BO, BR, BS, CL, CO, CR, DK, FI, GT, HN, MX, NI, NO, PE, SE, SV, TT, US, UY"
"The Many Saints of Newark",movie,"Crime, Drama",2021,tt8110232,6.3,65000,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, HN, JM, LC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Ya veremos",movie,Drama,2018,tt7948540,5.8,780,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"The Perfect Bride: Wedding Bells",movie,Romance,2019,tt8231086,6.5,972,SE
"The Curie Case",movie,"Comedy, Family",2018,tt7712252,7.3,63,BG
"John McCain: For Whom the Bell Tolls",movie,Documentary,2018,tt8289196,7.5,777,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"After the Wedding",movie,Drama,2019,tt7985692,6.3,8839,"DK, FI, NO, SE"
"Cabaret Maxime",movie,"Crime, Drama, Romance",2018,tt4605028,5.9,266,PT
"LasseMajas detektivbyrå - Det första mysteriet",movie,"Adventure, Family",2018,tt7408796,5.7,323,"DK, FI, NO, SE"
"The Way Back",movie,"Drama, Sport",2020,tt8544498,6.7,53913,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PT, PY, SV, TC, UY, VE"
"The Poison Rose",movie,"Crime, Mystery, Thriller",2019,tt5862166,4.8,11447,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Ride Your Wave",movie,"Animation, Comedy, Drama",2019,tt9193612,6.8,4426,"AG, BB, BS, HN, NI, RS, TT, US"
Midsommar,movie,"Drama, Horror, Mystery",2019,tt8772262,7.1,427459,"AG, BB, BS, HN, NI, TT, US"
"Bad Education",movie,"Biography, Comedy, Crime",2019,tt8206668,7.1,44275,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, HN, JM, LC, MC, MX, NI, NO, PA, PE, PY, SV, TC, TT, US, UY, VE"
1917,movie,"Action, Drama, History",2019,tt8579674,8.2,700945,AD
Progress,movie,,2017,,,,"AG, BB, BS, HN, NI, TT, US"
"Winter Flies",movie,"Adventure, Comedy, Drama",2018,tt8523292,6.5,501,"CZ, SK"
Firestarter,movie,"Drama, Horror, Sci-Fi",2022,tt1798632,4.6,23780,"CZ, RO"
"Robert the Bruce",movie,"Biography, Drama, History",2019,tt8000908,5.4,5119,"DK, FI, NO, SE"
"The Shiny Shrimps",movie,"Comedy, Drama, Sport",2019,tt6918220,6.5,3104,"AR, BE, BO, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, MX, PA, PE, PY, SV, TC, UY, VE"
"Scooby-Doo! and the Gourmet Ghost",movie,"Adventure, Animation, Comedy",2018,tt8660492,6.5,1691,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Domestique,movie,Drama,2018,tt8473642,6.1,204,"CZ, SK"
"Pat a Mat znovu v akci",movie,"Animation, Family",2018,tt9574822,6.8,51,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
"Blinded by the Light",movie,"Comedy, Drama, Music",2019,tt8266310,6.9,27674,"DK, FI, NO, SE"
"The Dead Queen",movie,Drama,2018,tt2050452,6.1,548,PT
"My Masterpiece",movie,"Comedy, Drama",2018,tt7605922,7.1,7614,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
M3GAN,movie,"Horror, Sci-Fi, Thriller",2022,tt8760708,6.3,152918,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Foreign Wars",movie,Documentary,2016,tt5806562,8.1,71,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
"Diego Maradona",movie,"Biography, Documentary, Sport",2019,tt5433114,7.7,18560,"AG, BB, BS, DO, HN, JM, NI, PA, PY, RS, TT, US, VE"
Cats,movie,"Comedy, Drama, Family",2019,tt5697572,2.8,56727,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"Wonder Woman: Bloodlines",movie,"Action, Animation, Fantasy",2019,tt8752498,5.9,8637,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Batman: Hush",movie,"Action, Adventure, Animation",2019,tt8752440,6.9,23537,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Justice League vs the Fatal Five",movie,"Action, Animation, Fantasy",2019,tt8752474,6.5,10773,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Steven Universe: The Movie",movie,"Action, Adventure, Animation",2019,tt10515852,7.7,9666,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"The Weekend",movie,"Comedy, Drama, Romance",2018,tt8111130,5.7,720,"AG, BB, BS, HN, NI, TT"
"Can You Keep a Secret?",movie,"Comedy, Romance",2019,tt8707922,5.4,21503,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Deadwood: The Movie",movie,"Drama, Western",2019,tt4943998,7.3,26957,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Constantine: City of Demons - The Movie",movie,"Action, Animation, Fantasy",2018,tt9177882,7.3,9732,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Fantasy Island",movie,"Fantasy, Horror, Mystery",2020,tt0983946,4.9,60215,ES
"I'll Take Your Dead",movie,Horror,2018,tt7962932,5.6,5039,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Zola,movie,"Comedy, Crime, Drama",2020,tt5439812,6.4,18694,HN
"Freedom Fighters: The Ray",movie,"Action, Animation, Fantasy",2018,tt9293522,6,890,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Don't Let Go",movie,"Drama, Horror, Mystery",2019,tt6803212,6.4,13655,"HN, RS, US"
"DC League of Super-Pets",movie,"Action, Adventure, Animation",2022,tt8912936,7.1,77274,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Grizzlies",movie,"Biography, Drama, Sport",2018,tt6365796,7.5,2776,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Monica,movie,Drama,2022,tt6337816,6.3,1520,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"On the Run",movie,"Crime, Drama, Thriller",2018,tt8612792,4.5,184,PL
Hustlers,movie,"Comedy, Crime, Drama",2019,tt5503686,6.3,109168,"DK, FI, NO, SE"
Deadtectives,movie,"Comedy, Horror",2018,tt3503068,5.9,2763,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Loro,movie,"Biography, Drama",2018,tt10182822,6.7,7401,PL
Skin,movie,"Biography, Crime, Drama",2018,tt6043142,6.8,19546,"AG, BB, BS, DK, FI, HN, NI, NO, RS, SE, TT"
"The Biggest Little Farm",movie,"Documentary, Family",2018,tt8969332,8,9178,"AG, BB, BS, HN, NI, TT"
"The Truth About Killer Robots",movie,Documentary,2018,tt5715832,5.8,448,"AD, AG, BA, BB, BG, BO, BS, BZ, CL, CR, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, SI, SK, SV, TC, TT, US, UY, VE"
"Season for Love",movie,"Action, Family, Romance",2018,tt8826626,6.5,1580,SE
"Swiped: Hooking Up in the Digital Age",movie,Documentary,2018,tt8839634,5.6,426,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Stolen Daughters: Kidnapped by Boko Haram",movie,Documentary,2018,tt8385108,6.6,283,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"We Are Not Done Yet",movie,"Documentary, Short",2018,tt9105950,7.1,109,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, UY, VE"
"Breslin and Hamill: Deadline Artists",movie,Documentary,2018,tt9275202,8,489,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"Bleed Out",movie,"Documentary, Drama, Romance",2018,tt9445054,8.1,514,"AG, BB, BS, HN, NI, TT, US"
Icebox,movie,Drama,2018,tt6341668,6.2,836,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"Inside the Manson Cult: The Lost Tapes",movie,Documentary,2018,tt8527036,6.3,680,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"The Nest",movie,"Drama, Romance, Thriller",2020,tt8338762,6.3,19393,"BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"Jan Palach",movie,Biography,2018,tt8443592,6.6,367,"CZ, SK"
"Po cem muzi touzí",movie,"Comedy, Fantasy, Romance",2018,tt8085890,6,490,"CZ, SK"
"All the Gods in the Sky",movie,"Drama, Horror, Sci-Fi",2018,tt7543784,6.2,923,"CZ, RO"
"Everything Everywhere All at Once",movie,"Action, Adventure, Comedy",2022,tt6710474,7.8,556235,"PT, US"
Amundsen,movie,"Adventure, Biography, Drama",2019,tt6054846,6.2,5089,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Buffaloed,movie,"Comedy, Drama",2019,tt8647310,6.2,7883,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Shirley,movie,"Biography, Drama, Mystery",2020,tt8430598,6.1,13673,"AG, BB, BS, DK, FI, HN, NI, NO, SE, TT"
"Rendel: Cycle of Revenge",movie,"Action, Thriller",2024,tt8406934,3.7,208,"AD, ES"
"Last Christmas",movie,"Comedy, Drama, Fantasy",2019,tt8623904,6.5,91787,"AG, BB, BS, HN, NI, TT, US"
"The Club of Ugly Children",movie,"Action, Adventure, Family",2019,tt9695404,6.6,484,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Queen of the World",movie,"Documentary, History",2018,tt8994940,6.5,116,"AG, BB, BS, HN, NI, TT, US"
"Student Athlete",movie,"Documentary, Sport",2018,tt8976032,6.5,290,"AG, BB, BS, HN, NI, RS, TT, US"
"Tiro e Queda",movie,Comedy,2019,tt8774748,3,220,PT
"Praise This",movie,"Musical, Romance",2023,tt9658388,5.7,1209,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Black Christmas",movie,"Horror, Mystery, Thriller",2019,tt10481868,3.5,19512,"HN, US"
"Who Will Write Our History",movie,"Documentary, History",2018,tt4645358,7.5,229,PL
Zoo,movie,"Comedy, Drama, Horror",2018,tt7624934,5.5,2224,"DK, FI, NO, SE"
Oslo,movie,"Drama, History, Thriller",2021,tt11790674,6.7,5656,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Fool's Paradise",movie,Comedy,2023,tt9013340,4.7,6629,"BA, BG, HR, HU, MD, ME, MK, SI, SK"
Promare,movie,"Action, Adventure, Animation",2019,tt9116358,7,5409,"AG, BB, BS, HN, NI, RS, TT, US"
"The Relative Worlds",movie,"Animation, Drama, Family",2019,tt9648078,5.8,500,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"An Acceptable Loss",movie,"Drama, Thriller",2018,tt7049542,5.5,1664,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Toman,movie,"Biography, Drama, History",2018,tt6283474,6.7,453,"CZ, SK"
"The Lost Daughter",movie,Drama,2021,tt9100054,6.7,76827,"DK, FI, NO, SE"
Butter,movie,"Comedy, Drama, Romance",2022,tt6267600,5.9,852,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Como Novio de Pueblo",movie,Comedy,2019,tt9358486,5.7,376,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"Tod@s caen",movie,Comedy,2019,tt7549776,5,674,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
Cigüeñas,movie,Drama,2018,tt9586212,5.2,14,"AD, AR, BO, BR, BZ, CL, CO, CR, DK, DO, EC, ES, FR, GT, JM, LC, MC, MX, PA, PE, PT, PY, SV, TC, UY, VE"
"Mirreyes contra Godínez",movie,Comedy,2019,tt7294400,5.3,1502,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"Varda by Agnès",movie,"Biography, Documentary",2019,tt9530198,7.8,2631,"AG, BB, BS, HN, NI, TT"
"Are You There God? It's Me, Margaret.",movie,"Comedy, Drama, Family",2023,tt9185206,7.3,30760,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PL, PY, RO, SI, SK, SV, TC, UY, VE"
"Body at Brighton Rock",movie,"Comedy, Drama, Fantasy",2019,tt7942746,4.7,2853,"AG, BB, BS, HN, NI, RS, TT"
"Four Kids and It",movie,"Family, Fantasy",2020,tt5556054,5.1,1838,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Pat a Mat: Zimní radovánky",movie,"Animation, Family",2018,tt9278264,7.2,94,"BA, BG, HR, HU, MD, ME, MK, PL, SK"
"Brahms: The Boy II",movie,"Drama, Horror, Mystery",2020,tt9173418,4.7,21245,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Teen Titans Go! Vs. Teen Titans",movie,"Action, Adventure, Animation",2019,tt10548944,6.8,5007,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Coborâm la prima",movie,Drama,2018,tt7251888,6.9,836,"MD, RO"
"Golden Sting",movie,"Drama, Sport",2018,tt7822050,5.7,131,"CZ, SK"
"Nudo Mixteco",movie,Drama,2021,tt10632226,7,252,"AG, BB, BS, HN, NI, TT, US"
"Genius Factory",movie,Documentary,2017,tt6394392,6.6,81,"AG, BS"
"Outside the Bubble: On the Road with Alexandra Pelosi",movie,Documentary,2018,tt9108266,6.4,228,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"At the Heart of Gold: Inside the USA Gymnastics Scandal",movie,"Crime, Documentary, Sport",2019,tt8299654,8,3530,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"All Is True",movie,"Biography, Drama, History",2018,tt9206798,6.3,5596,"BA, BE, BG, CZ, FR, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"The Color Purple",movie,"Drama, Musical",2023,tt1200263,6.8,17911,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Mimi & Líza: Christmas Lights Mystery",movie,Animation,2018,tt10499512,,,"CZ, SK"
"My Love Affair with Marriage",movie,"Animation, Comedy, Drama",2022,tt6435164,7.1,550,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
"The Green Knight",movie,"Adventure, Drama, Fantasy",2021,tt9243804,6.6,122485,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Scooby-Doo! and the Curse of the 13th Ghost",movie,"Action, Adventure, Animation",2019,tt9260980,6.4,2020,"AR, BO, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
"Milosc jest wszystkim",movie,"Comedy, Romance",2018,tt7877276,4.6,273,PL
MaXXXine,movie,"Crime, Horror",2024,tt22048412,6.3,50497,"CL, US"
Trap,movie,"Crime, Horror, Mystery",2024,tt26753003,5.9,92933,"AR, BE, BO, BR, CL, CO, CR, CZ, DK, ES, FI, GT, MX, NL, NO, PE, RO, SE, SV, US, UY"
"Superman: Red Son",movie,"Action, Adventure, Animation",2009,tt3215888,7.1,1221,"BO, CL, CR, GT, MX, PE, SV, UY"
"Justice League: Crisis on Infinite Earths - Part Three",movie,"Action, Adventure, Animation",2024,tt30150917,6,3204,"AR, BR, CO"
"Absolutely Fabulous: The Movie",movie,"Comedy, Crime",2016,tt2112096,5.4,13364,US
"Delivery from Earth",movie,"Sci-Fi, Short",2014,tt4396720,7.8,6,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"Dino King 3D: Journey to Fire Mountain",movie,"Action, Adventure, Animation",2018,tt7659018,5,397,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, PA, PE, PY, SV, TC, UY, VE"
"Young Hearts",movie,"Drama, Romance",2020,tt9170758,5.4,312,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Tomorrow Man",movie,"Drama, Romance",2019,tt8769848,5.9,2447,"AG, BB, BS, HN, NI, TT, US"
Tigerland,movie,Documentary,2019,tt7913478,6.9,74,"BE, FR, MC"
"Hail Satan?",movie,Documentary,2019,tt9358044,7.3,8096,"AG, BB, BS, HN, NI, RS, TT"
"Moonlight Sonata: Deafness in Three Movements",movie,Documentary,2019,tt9135318,7.3,301,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"Blue Beetle",movie,"Action, Adventure, Sci-Fi",2023,tt9362930,5.9,103104,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Hovory s TGM",movie,"Biography, Drama, History",2018,tt8336974,6.4,180,"CZ, SK"
Honeyland,movie,"Documentary, Drama",2019,tt8991268,8,19682,"AG, BB, BS, HN, NI, TT, US"
"The Inventor: Out for Blood in Silicon Valley",movie,"Crime, Documentary",2019,tt8488126,7.2,15522,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Marianne & Leonard: Words of Love",movie,"Biography, Documentary, Music",2019,tt9358196,7,2243,US
"Raise Hell: The Life & Times of Molly Ivins",movie,Documentary,2019,tt9129296,8,633,"AG, BB, BS, HN, NI, TT"
"Mike Wallace Is Here",movie,"Biography, Documentary",2019,tt9353436,7.4,1035,"AG, BB, BS, HN, NI, TT"
"Happy New Year",movie,"Comedy, Drama",2018,tt8265174,7,2643,HU
"The Emperor's Newest Clothes",movie,"Animation, Comedy, Family",2018,tt9042884,5.4,108,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
"Detective Conan: The Fist of Blue Sapphire",movie,"Action, Adventure, Animation",2019,tt9501310,6.3,2093,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Moments,movie,Drama,2018,tt9349050,6.5,164,"CZ, SK"
Kölcsönlakás,movie,"Comedy, Romance",2019,tt9015746,3.9,1138,HU
Greed,movie,"Comedy, Drama",2019,tt8972256,5.8,8595,"BE, FR"
"The Roads Not Taken",movie,Drama,2020,tt9411866,5.2,2980,"AG, BB, BS, HN, NI, TT, US"
"The Festive Menace",movie,"Animation, Comedy, Family",2018,tt9558946,5.5,9,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"The Dry",movie,"Crime, Drama, Mystery",2020,tt5144174,6.8,35353,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"One Piece: Stampede",movie,"Action, Adventure, Animation",2019,tt9430698,7.5,8469,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Weathering with You",movie,"Animation, Drama, Fantasy",2019,tt9426210,7.5,59227,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Let's Go Luna!: Luna's Christmas Around the World",movie,"Animation, Family",2018,tt9351618,8.1,26,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Human Capital",movie,"Drama, Thriller",2019,tt9185066,5.7,9652,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Loving Is Losing",movie,"Comedy, Romance",2019,tt9619402,5,159,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"The Disappearance of Nora",movie,Thriller,1993,tt0106729,5.5,215,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, SI, SK"
